 -3.77755398e+000 -3.23773793e+000 -2.69797179e+000 -2.15825853e+000 -1.61860129e+000 -1.07900340e+000 -5.39468394e-001 0.00000000e+000 5.39397815e-001 1.07872085e+000 1.61796466e+000 2.15712453e+000 2.69619547e+000 3.23517216e+000 3.77404902e+000 4.31282007e+000 4.85147902e+000 5.39001919e+000 5.92843349e+000 6.46671441e+000 7.00485399e+000
 -3.70024158e+000 -3.17139377e+000 -2.64261889e+000 -2.11392129e+000 -1.58530557e+000 -1.05677661e+000 -5.28339593e-001 0.00000000e+000 5.28236350e-001 1.05636329e+000 1.58437428e+000 2.11226239e+000 2.64002027e+000 3.16764012e+000 3.69511368e+000 4.22243218e+000 4.74958632e+000 5.27656623e+000 5.80336146e+000 6.32996090e+000 6.85635278e+000
 -3.61324146e+000 -3.09675039e+000 -2.58035390e+000 -2.06405763e+000 -1.54786757e+000 -1.03179006e+000 -5.15831822e-001 0.00000000e+000 5.15697847e-001 1.03125370e+000 1.54665905e+000 2.06190487e+000 2.57698161e+000 3.09187910e+000 3.60658659e+000 4.12109264e+000 4.63538513e+000 5.14945121e+000 5.66327723e+000 6.17684869e+000 6.69015021e+000
 -3.52573148e+000 -3.02168420e+000 -2.51774887e+000 -2.01393216e+000 -1.51024117e+000 -1.00668341e+000 -5.03266874e-001 0.00000000e+000 5.03108241e-001 1.00604834e+000 1.50881021e+000 2.01138314e+000 2.51375580e+000 3.01591613e+000 3.51785135e+000 4.01954791e+000 4.52099142e+000 5.02216659e+000 5.52305721e+000 6.02364607e+000 6.52391490e+000
 -3.43292386e+000 -2.94208825e+000 -2.45137860e+000 -1.96080245e+000 -1.47036779e+000 -9.80083083e-001 -4.89957311e-001 0.00000000e+000 4.89778748e-001 9.79368215e-001 1.46875704e+000 1.95793315e+000 2.44688375e+000 2.93559528e+000 3.42405331e+000 3.91224256e+000 4.40014679e+000 4.88774877e+000 5.37503019e+000 5.86197165e+000 6.34855248e+000
 -3.32169877e+000 -2.84671124e+000 -2.37186209e+000 -1.89715960e+000 -1.42261255e+000 -9.48230247e-001 -4.74022574e-001 0.00000000e+000 4.73826363e-001 9.47444730e-001 1.42084260e+000 1.89400670e+000 2.36692295e+000 2.83957642e+000 3.31195124e+000 3.78403059e+000 4.25579659e+000 4.72723027e+000 5.19831149e+000 5.66901884e+000 6.13932959e+000
 -3.22272877e+000 -2.76184979e+000 -2.30111824e+000 -1.84054293e+000 -1.38013323e+000 -9.19899044e-001 -4.59850915e-001 0.00000000e+000 4.59641856e-001 9.19062090e-001 1.37824737e+000 1.83718355e+000 2.29585562e+000 2.75424765e+000 3.21234273e+000 3.67012291e+000 4.12756913e+000 4.58466115e+000 5.04137747e+000 5.49769527e+000 5.95359030e+000
 -3.13210880e+000 -2.68415234e+000 -2.23635028e+000 -1.78871188e+000 -1.34124694e+000 -8.93965844e-001 -4.46879633e-001 0.00000000e+000 4.46660646e-001 8.93089139e-001 1.33927151e+000 1.78519294e+000 2.23083770e+000 2.67618908e+000 3.12122938e+000 3.56593977e+000 4.01030028e+000 4.45428969e+000 4.89788548e+000 5.34106371e+000 5.78379896e+000
 -3.02970123e+000 -2.59635235e+000 -2.16316454e+000 -1.73014742e+000 -1.29731123e+000 -8.64666807e-001 -4.32225663e-001 0.00000000e+000 4.31997236e-001 8.63752309e-001 1.29525065e+000 1.72647678e+000 2.15741430e+000 2.58804578e+000 3.01835273e+000 3.44831551e+000 3.87791329e+000 4.30712392e+000 4.73592388e+000 5.16428821e+000 5.59219036e+000
 -2.92562293e+000 -2.50712397e+000 -2.08879162e+000 -1.67063585e+000 -1.25266724e+000 -8.34897000e-001 -4.17337046e-001 0.00000000e+000 4.17100745e-001 8.33950977e-001 1.25053562e+000 1.66683866e+000 2.08284314e+000 2.49853101e+000 2.91388315e+000 3.32887924e+000 3.74349771e+000 4.15771565e+000 4.57150873e+000 4.98485111e+000 5.39771532e+000
 -2.81448005e+000 -2.41184293e+000 -2.00937714e+000 -1.60709296e+000 -1.20500126e+000 -8.03113582e-001 -4.01442167e-001 0.00000000e+000 4.01199143e-001 8.02140646e-001 1.20280900e+000 1.60318775e+000 2.00325943e+000 2.40300551e+000 2.80240629e+000 3.20144089e+000 3.60008713e+000 3.99832144e+000 4.39611880e+000 4.79345262e+000 5.19029466e+000
 -2.69659626e+000 -2.31078656e+000 -1.92515216e+000 -1.53970354e+000 -1.15445185e+000 -7.69408887e-001 -3.84587176e-001 0.00000000e+000 3.84338548e-001 7.68413517e-001 1.15220904e+000 1.53570829e+000 1.91889339e+000 2.30174539e+000 2.68424415e+000 3.06636829e+000 3.44809513e+000 3.82940057e+000 4.21025900e+000 4.59064325e+000 4.97052441e+000
 -2.57598983e+000 -2.20739879e+000 -1.83898632e+000 -1.47076309e+000 -1.10274045e+000 -7.34930427e-001 -3.67345766e-001 0.00000000e+000 3.67092519e-001 7.33916564e-001 1.10045598e+000 1.46669362e+000 1.83261128e+000 2.19818967e+000 2.56340827e+000 2.92824532e+000 3.29267772e+000 3.65668092e+000 4.02022886e+000 4.38329386e+000 4.74584649e+000
 -2.45256646e+000 -2.10159950e+000 -1.75081347e+000 -1.40021919e+000 -1.04982814e+000 -6.99652520e-001 -3.49705237e-001 0.00000000e+000 3.49448653e-001 6.98625297e-001 1.04751357e+000 1.39609609e+000 1.74435445e+000 2.09226908e+000 2.43981921e+000 2.78698280e+000 3.13373646e+000 3.48005532e+000 3.82591299e+000 4.17128144e+000 4.51613088e+000
 -2.32396737e+000 -1.99136769e+000 -1.65895015e+000 -1.32672565e+000 -9.94705748e-001 -6.62902705e-001 -3.31329525e-001 0.00000000e+000 3.31071238e-001 6.61868666e-001 9.92375817e-001 1.32257521e+000 1.65244831e+000 1.98197543e+000 2.31113569e+000 2.63990689e+000 2.96826551e+000 3.29618653e+000 3.62364340e+000 3.95060794e+000 4.27705016e+000
 -2.20593024e+000 -1.89019227e+000 -1.57463666e+000 -1.25927434e+000 -9.44116857e-001 -6.29176499e-001 -3.14466278e-001 0.00000000e+000 3.14207692e-001 6.28141263e-001 9.41784231e-001 1.25511911e+000 1.56812733e+000 1.88078922e+000 2.19308386e+000 2.50498906e+000 2.81648127e+000 3.12753548e+000 3.43812512e+000 3.74822198e+000 4.05779609e+000
 -2.08113238e+000 -1.78322410e+000 -1.48549776e+000 -1.18796424e+000 -8.90635094e-001 -5.93522553e-001 -2.96639599e-001 0.00000000e+000 2.96381642e-001 5.92489834e-001 8.88308142e-001 1.18381913e+000 1.47900429e+000 1.77384400e+000 2.06831740e+000 2.36240239e+000 2.65607547e+000 2.94931173e+000 3.24208468e+000 3.53436621e+000 3.82612645e+000
 -1.95129106e+000 -1.67193662e+000 -1.39276259e+000 -1.11377977e+000 -8.34999602e-001 -5.56434208e-001 -2.78096459e-001 0.00000000e+000 2.77840695e-001 5.55410273e-001 8.32692448e-001 1.10966994e+000 1.38632441e+000 1.66263642e+000 1.93858530e+000 2.21414916e+000 2.48930471e+000 2.76402728e+000 3.03829064e+000 3.31206695e+000 3.58532662e+000
 -1.81314371e+000 -1.55353526e+000 -1.29410402e+000 -1.03486059e+000 -7.75816202e-001 -5.16982758e-001 -2.58372892e-001 0.00000000e+000 2.58121711e-001 5.15977173e-001 7.73550399e-001 1.03082443e+000 1.28778128e+000 1.54440186e+000 1.80066590e+000 2.05655191e+000 2.31203707e+000 2.56709715e+000 2.82170645e+000 3.07583764e+000 3.32946173e+000
 -1.67263433e+000 -1.43311352e+000 -1.19376545e+000 -9.54600440e-001 -7.15629431e-001 -4.76864028e-001 -2.38316535e-001 0.00000000e+000 2.38071740e-001 4.75884007e-001 7.13421233e-001 9.50666906e-001 1.18760351e+000 1.42421245e+000 1.66047400e+000 1.89636725e+000 2.13186997e+000 2.36695860e+000 2.60160810e+000 2.83579191e+000 3.06948181e+000
 -1.53876016e+000 -1.31838035e+000 -1.09816842e+000 -8.78134411e-001 -6.58288948e-001 -4.38643303e-001 -2.19209430e-001 0.00000000e+000 2.18971546e-001 4.37690954e-001 6.56143107e-001 8.74311970e-001 1.09218053e+000 1.30973075e+000 1.52694347e+000 1.74379839e+000 1.96027394e+000 2.17634725e+000 2.39199403e+000 2.60718849e+000 2.82190328e+000
 -1.42150626e+000 -1.21789402e+000 -1.01444454e+000 -8.11167545e-001 -6.08073340e-001 -4.05172843e-001 -2.02477637e-001 0.00000000e+000 2.02247046e-001 4.04249692e-001 6.05993293e-001 8.07462317e-001 1.00864029e+000 1.20950972e+000 1.41005209e+000 1.61024771e+000 1.81007571e+000 2.00951394e+000 2.20853889e+000 2.40712560e+000 2.60524758e+000
 -1.29224715e+000 -1.10712456e+000 -9.22157487e-001 -7.37355216e-001 -5.52727584e-001 -3.68285021e-001 -1.84038585e-001 0.00000000e+000 1.83818302e-001 3.67403139e-001 5.50740531e-001 7.33815653e-001 9.16612779e-001 1.09911523e+000 1.28130532e+000 1.46316427e+000 1.64467216e+000 1.82580788e+000 2.00654900e+000 2.18687171e+000 2.36675076e+000
 -1.16529991e+000 -9.98340402e-001 -8.31528055e-001 -6.64871642e-001 -4.98380467e-001 -3.32064393e-001 -1.65933876e-001 0.00000000e+000 1.65725482e-001 3.31230107e-001 4.96500662e-001 6.61523134e-001 8.26282663e-001 9.90763486e-001 1.15494889e+000 1.31882113e+000 1.48236141e+000 1.64554976e+000 1.80836502e+000 1.97078470e+000 2.13278496e+000
 -1.03669851e+000 -8.88140640e-001 -7.39720888e-001 -5.91447488e-001 -4.43329167e-001 -2.95375177e-001 -1.47595322e-001 0.00000000e+000 1.47399769e-001 2.94592300e-001 4.41565203e-001 5.88305342e-001 7.34798785e-001 8.81030761e-001 1.02698560e+000 1.17264669e+000 1.31799639e+000 1.46301602e+000 1.60768574e+000 1.75198450e+000 1.89588997e+000
 -8.88073824e-001 -7.60787344e-001 -6.33627144e-001 -5.06600747e-001 -3.79716127e-001 -2.52981734e-001 -1.26406527e-001 0.00000000e+000 1.26227780e-001 2.52266141e-001 3.78103770e-001 5.03728674e-001 6.29128132e-001 7.54288661e-001 8.79195960e-001 1.00383486e+000 1.12818929e+000 1.25224218e+000 1.37597544e+000 1.49936988e+000 1.62240513e+000
 -7.57541378e-001 -6.48944145e-001 -5.40460610e-001 -4.32097542e-001 -3.23862112e-001 -2.15761926e-001 -1.07805042e-001 0.00000000e+000 1.07644145e-001 2.15117795e-001 3.22410778e-001 4.29512307e-001 5.36410949e-001 6.43094580e-001 7.49550348e-001 8.55764623e-001 9.61722952e-001 1.06741001e+000 1.17280954e+000 1.27790431e+000 1.38267603e+000
 -6.45073966e-001 -5.52583423e-001 -4.60194547e-001 -3.67913386e-001 -2.75746352e-001 -1.83700238e-001 -9.17822434e-002 0.00000000e+000 9.16384044e-002 1.83124397e-001 2.74448891e-001 3.65602255e-001 4.56574277e-001 5.47354135e-001 6.37930352e-001 7.28290763e-001 8.18422468e-001 9.08311791e-001 9.97944229e-001 1.08730440e+000 1.17637600e+000
 -5.34079174e-001 -4.57485132e-001 -3.80980669e-001 -3.04571111e-001 -2.28262102e-001 -1.52059625e-001 -7.59700184e-002 0.00000000e+000 7.58433105e-002 1.51552367e-001 2.27119173e-001 3.02535252e-001 3.77791619e-001 4.52878751e-001 5.27786553e-001 6.02504323e-001 6.77020717e-001 7.51323707e-001 8.25400542e-001 8.99237701e-001 9.72820848e-001
 -4.34674241e-001 -3.72319133e-001 -3.10042078e-001 -2.47847715e-001 -1.85740960e-001 -1.23727021e-001 -6.18114176e-002 0.00000000e+000 6.17010335e-002 1.23285114e-001 1.84745279e-001 2.46074152e-001 3.07263912e-001 3.68306271e-001 4.29192446e-001 4.89913124e-001 5.50458436e-001 6.10817919e-001 6.70980482e-001 7.30934366e-001 7.90667107e-001
 -3.34810902e-001 -2.86766730e-001 -2.38787119e-001 -1.90875905e-001 -1.43037150e-001 -9.52751609e-002 -4.75944995e-002 0.00000000e+000 4.75032149e-002 9.49097172e-002 1.42213754e-001 1.89409231e-001 2.36489688e-001 2.83448278e-001 3.30277746e-001 3.76970403e-001 4.23518099e-001 4.69912197e-001 5.16143540e-001 5.62202423e-001 6.08078560e-001
 -2.36335515e-001 -2.02411158e-001 -1.68535710e-001 -1.34712075e-001 -1.00943330e-001 -6.72327321e-002 -3.35837360e-002 0.00000000e+000 3.35145994e-002 6.69559547e-002 1.00319714e-001 1.33601266e-001 1.66795723e-001 1.99897910e-001 2.32902337e-001 2.65803193e-001 2.98594314e-001 3.31269173e-001 3.63820849e-001 3.96242009e-001 4.28524882e-001
 -1.48759567e-001 -1.27399967e-001 -1.06073017e-001 -8.47806557e-002 -6.35249338e-002 -4.23080256e-002 -2.11322343e-002 0.00000000e+000 2.10860922e-002 4.21233035e-002 6.31087322e-002 8.40393042e-002 1.04911762e-001 1.25722656e-001 1.46468328e-001 1.67144905e-001 1.87748282e-001 2.08274110e-001 2.28717781e-001 2.49074412e-001 2.69338828e-001
