 -3.24477486e+000 -2.69947368e+000 -2.15663424e+000 -1.61575992e+000 -1.07635696e+000 -5.37933725e-001 0.00000000e+000 5.37933725e-001 1.07635696e+000 1.61575992e+000 2.15663424e+000 2.69947368e+000 3.24477486e+000
 -3.61618871e+000 -3.00837026e+000 -2.40334991e+000 -1.80056285e+000 -1.19944772e+000 -5.99445778e-001 0.00000000e+000 5.99445778e-001 1.19944772e+000 1.80056285e+000 2.40334991e+000 3.00837026e+000 3.61618871e+000
 -4.06631575e+000 -3.38269442e+000 -2.70229883e+000 -2.02447738e+000 -1.34858277e+000 -6.73970958e-001 0.00000000e+000 6.73970958e-001 1.34858277e+000 2.02447738e+000 2.70229883e+000 3.38269442e+000 4.06631575e+000
 -4.55993847e+000 -3.79314294e+000 -3.03006758e+000 -2.26996043e+000 -1.51207482e+000 -7.55668030e-001 0.00000000e+000 7.55668030e-001 1.51207482e+000 2.26996043e+000 3.03006758e+000 3.79314294e+000 4.55993847e+000
 -5.13796596e+000 -4.27371352e+000 -3.41379343e+000 -2.55732947e+000 -1.70345194e+000 -8.51295979e-001 0.00000000e+000 8.51295979e-001 1.70345194e+000 2.55732947e+000 3.41379343e+000 4.27371352e+000 5.13796596e+000
 -5.92407516e+000 -4.92718534e+000 -3.93551343e+000 -2.94800375e+000 -1.96360865e+000 -9.81286574e-001 0.00000000e+000 9.81286574e-001 1.96360865e+000 2.94800375e+000 3.93551343e+000 4.92718534e+000 5.92407516e+000
 -6.72922711e+000 -5.59638943e+000 -4.46972933e+000 -3.34799727e+000 -2.22995305e+000 -1.11436345e+000 0.00000000e+000 1.11436345e+000 2.22995305e+000 3.34799727e+000 4.46972933e+000 5.59638943e+000 6.72922711e+000
 -7.55461364e+000 -6.28234101e+000 -5.01726706e+000 -3.75793726e+000 -2.50290685e+000 -1.25073853e+000 0.00000000e+000 1.25073853e+000 2.50290685e+000 3.75793726e+000 5.01726706e+000 6.28234101e+000 7.55461364e+000
 -8.57277802e+000 -7.12846912e+000 -5.69263481e+000 -4.26356708e+000 -2.83956650e+000 -1.41894024e+000 0.00000000e+000 1.41894024e+000 2.83956650e+000 4.26356708e+000 5.69263481e+000 7.12846912e+000 8.57277802e+000
 -9.71007770e+000 -8.07367066e+000 -6.44712106e+000 -4.82845150e+000 -3.21568820e+000 -1.60686050e+000 0.00000000e+000 1.60686050e+000 3.21568820e+000 4.82845150e+000 6.44712106e+000 8.07367066e+000 9.71007770e+000
 -1.10647855e+001 -9.19986592e+000 -7.34627333e+000 -5.50175498e+000 -3.66404913e+000 -1.83088796e+000 0.00000000e+000 1.83088796e+000 3.66404913e+000 5.50175498e+000 7.34627333e+000 9.19986592e+000 1.10647855e+001
 -1.26956061e+001 -1.05564488e+001 -8.42990571e+000 -6.31350750e+000 -4.20474812e+000 -2.10109534e+000 0.00000000e+000 2.10109534e+000 4.20474812e+000 6.31350750e+000 8.42990571e+000 1.05564488e+001 1.26956061e+001
 -1.46069566e+001 -1.21482995e+001 -9.70269414e+000 -7.26765979e+000 -4.84062803e+000 -2.41896631e+000 0.00000000e+000 2.41896631e+000 4.84062803e+000 7.26765979e+000 9.70269414e+000 1.21482995e+001 1.46069566e+001
 -1.67772332e+001 -1.39594796e+001 -1.11532334e+001 -8.35643961e+000 -5.56687832e+000 -2.78220660e+000 0.00000000e+000 2.78220660e+000 5.56687832e+000 8.35643961e+000 1.11532334e+001 1.39594796e+001 1.67772332e+001
 -1.91388798e+001 -1.59364961e+001 -1.27405915e+001 -9.55024649e+000 -6.36429250e+000 -3.18137192e+000 0.00000000e+000 3.18137192e+000 6.36429250e+000 9.55024649e+000 1.27405915e+001 1.59364961e+001 1.91388798e+001
 -2.13506842e+001 -1.77955675e+001 -1.42382012e+001 -1.06794640e+001 -7.11995518e+000 -3.56005624e+000 0.00000000e+000 3.56005624e+000 7.11995518e+000 1.06794640e+001 1.42382012e+001 1.77955675e+001 2.13506842e+001
 -2.36668449e+001 -1.97519426e+001 -1.58206188e+001 -1.18764428e+001 -7.92280373e+000 -3.96294362e+000 0.00000000e+000 3.96294362e+000 7.92280373e+000 1.18764428e+001 1.58206188e+001 1.97519426e+001 2.36668449e+001
 -2.57342293e+001 -2.15079862e+001 -1.72476614e+001 -1.29598979e+001 -8.65145911e+000 -4.32919281e+000 0.00000000e+000 4.32919281e+000 8.65145911e+000 1.29598979e+001 1.72476614e+001 2.15079862e+001 2.57342293e+001
