 -2.10812583e+001 -2.10972516e+001 -2.11138783e+001 -2.11311996e+001 -2.11490930e+001 -2.11677448e+001 -2.11871259e+001 0.00000000e+000 -2.12282320e+001 -2.12500268e+001 -2.12727111e+001 -2.12963035e+001 -2.13208584e+001 -2.13464246e+001 -2.13730494e+001 -2.14007798e+001 -2.14296547e+001 -2.14597546e+001 -2.14911349e+001 -2.15238180e+001 -2.15579139e+001
 -2.23952003e+001 -2.24108029e+001 -2.24270362e+001 -2.24439774e+001 -2.24614221e+001 -2.24796308e+001 -2.24985659e+001 0.00000000e+000 -2.25387115e+001 -2.25599946e+001 -2.25821464e+001 -2.26051946e+001 -2.26291851e+001 -2.26541633e+001 -2.26801753e+001 -2.27072695e+001 -2.27354930e+001 -2.27649151e+001 -2.27955923e+001 -2.28275265e+001 -2.28608567e+001
 -2.38645872e+001 -2.38797153e+001 -2.38954306e+001 -2.39117769e+001 -2.39287169e+001 -2.39463631e+001 -2.39646720e+001 0.00000000e+000 -2.40035480e+001 -2.40241720e+001 -2.40456489e+001 -2.40679662e+001 -2.40911963e+001 -2.41153935e+001 -2.41406026e+001 -2.41668630e+001 -2.41941880e+001 -2.42226872e+001 -2.42524072e+001 -2.42833883e+001 -2.43157008e+001
 -2.53339731e+001 -2.53485286e+001 -2.53636388e+001 -2.53793337e+001 -2.53956433e+001 -2.54126212e+001 -2.54302156e+001 0.00000000e+000 -2.54676060e+001 -2.54874498e+001 -2.55081215e+001 -2.55295870e+001 -2.55519314e+001 -2.55752126e+001 -2.55994740e+001 -2.56247495e+001 -2.56510340e+001 -2.56784575e+001 -2.57070606e+001 -2.57368976e+001 -2.57680084e+001
 -2.69034572e+001 -2.69173788e+001 -2.69318357e+001 -2.69468642e+001 -2.69624589e+001 -2.69787065e+001 -2.69955435e+001 0.00000000e+000 -2.70313287e+001 -2.70503223e+001 -2.70701121e+001 -2.70906604e+001 -2.71120515e+001 -2.71343422e+001 -2.71575740e+001 -2.71817789e+001 -2.72069494e+001 -2.72332159e+001 -2.72606169e+001 -2.72891962e+001 -2.73190024e+001
 -2.88372201e+001 -2.88504006e+001 -2.88641482e+001 -2.88785792e+001 -2.88932816e+001 -2.89087074e+001 -2.89247724e+001 0.00000000e+000 -2.89588161e+001 -2.89768637e+001 -2.89956570e+001 -2.90152235e+001 -2.90355967e+001 -2.90568136e+001 -2.90789140e+001 -2.91019422e+001 -2.91259461e+001 -2.91509841e+001 -2.91771079e+001 -2.92042610e+001 -2.92326450e+001
 -3.06702949e+001 -3.06831199e+001 -3.06964290e+001 -3.07102488e+001 -3.07246222e+001 -3.07395985e+001 -3.07550869e+001 0.00000000e+000 -3.07880532e+001 -3.08055625e+001 -3.08238199e+001 -3.08427527e+001 -3.08624642e+001 -3.08830159e+001 -3.09044466e+001 -3.09267791e+001 -3.09499779e+001 -3.09742050e+001 -3.09994895e+001 -3.10258822e+001 -3.10534025e+001
 -3.24417704e+001 -3.24541694e+001 -3.24670826e+001 -3.24805982e+001 -3.24944464e+001 -3.25089591e+001 -3.25240267e+001 0.00000000e+000 -3.25560228e+001 -3.25730007e+001 -3.25906966e+001 -3.26090856e+001 -3.26282340e+001 -3.26481891e+001 -3.26689888e+001 -3.26906653e+001 -3.27132241e+001 -3.27367755e+001 -3.27613584e+001 -3.27869471e+001 -3.28136784e+001
 -3.44913615e+001 -3.45034874e+001 -3.45160771e+001 -3.45291690e+001 -3.45427498e+001 -3.45569267e+001 -3.45715785e+001 0.00000000e+000 -3.46027824e+001 -3.46193607e+001 -3.46366571e+001 -3.46545832e+001 -3.46732487e+001 -3.46927165e+001 -3.47130235e+001 -3.47341887e+001 -3.47561649e+001 -3.47791286e+001 -3.48031042e+001 -3.48281263e+001 -3.48542268e+001
 -3.65795567e+001 -3.65913108e+001 -3.66035595e+001 -3.66164020e+001 -3.66295187e+001 -3.66432955e+001 -3.66575883e+001 0.00000000e+000 -3.66879581e+001 -3.67040783e+001 -3.67208909e+001 -3.67383507e+001 -3.67565338e+001 -3.67754900e+001 -3.67952554e+001 -3.68158578e+001 -3.68372878e+001 -3.68596749e+001 -3.68830532e+001 -3.69073820e+001 -3.69328076e+001
